matrix,n,set,component,rank,row_index,gene_name,tis_id,orf_type,is_anchor,value,inf_norm,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
all-ORF,10,Z,4.0,,3988,PIEZO1,chr16:88785126:-:ACG:ENST00000301015.14,extended,False,-3.86893768106625,3.86893768106625,-1.9182102965839705,-2.8155054634830443,1.6003021078888544,-3.86893768106625,1.3009339679230825,1.9017676924668374,1.0417317787768,1.4108724740099967,1.1307457370700207,-0.3901732105686322
all-ORF,10,Z,5.0,,1735,ETAA1,chr2:67397342:+:ATG:ENST00000272342.6,uorf,False,-2.7200286075394664,2.7200286075394664,0.9194183981009053,2.520919193789278,0.33353764446536893,-1.4179099798334291,-2.7200286075394664,1.2583764172108096,-0.8637323516324754,-1.414491415846861,1.1971006642390398,-2.1390271379243573
all-ORF,10,Z,6.0,,2198,GTPBP6,chrY:316965:-:ACG:ENST00000711233.2,truncated,False,-2.741106867536718,2.741106867536718,-0.30713560060072037,-0.5279689807054029,-0.15017512336427472,-1.434705044235306,0.09377126227093875,-2.741106867536718,0.5880175471673663,0.2251866460387358,0.6476971879142197,-1.114688120865526
all-ORF,10,Z,7.0,,3302,MTPN,chr7:135977304:-:GTG:ENST00000393085.4,extended,False,-3.2548669125724756,4.992002903117835,3.2756437080686007,0.7824770572444387,0.9020967617850391,-1.4817585883490894,3.600735221791617,2.028909359688837,-3.2548669125724756,4.992002903117835,2.1064152808260963,-0.02051128845933951
all-ORF,10,Z,8.0,,5191,SOD2,chr6:159693237:-:GTG:ENST00000538183.7,uorf,False,-3.5421446665982943,3.5421446665982943,3.2158652865788437,1.7835897466804735,0.5136383528963652,-1.6400260419379056,0.5480999647443998,-0.754292713464763,-0.25440176282124577,-3.5421446665982943,-0.1583395333663547,2.5436694699780538
all-ORF,10,Z,9.0,,5263,SPPL3,chr12:120904335:-:GTG:ENST00000353487.7,extended,False,-3.216048602011789,3.216048602011789,0.7384986719794585,-0.1222450007274481,0.1346386293302078,-1.9650304566863181,-1.2210556734357358,-0.2550212038933784,-0.007231123033492547,1.7020304547925045,-3.216048602011789,1.4655343450957137
all-ORF,10,Z,10.0,,3147,MLLT10,chr10:21534695:+:ATG:ENST00000377100.8,truncated,False,-2.8934504261767438,2.8934504261767438,-0.8038200398570793,1.290188681288447,0.03966008455453052,0.45774580996102054,-0.5424058976758487,0.3467788775407136,-0.6016072238663153,-0.7727144823921037,0.41600693907815056,-2.8934504261767438
all-ORF,10,W,,1.0,6131,VPS36,chr13:52442403:-:CTG:ENST00000378060.9,truncated,False,,0.5734135648062676,-0.09170845224838667,-0.11871793461374151,-0.4994632668920071,0.5391174907301745,-0.009605052966538314,0.5734135648062676,0.47900218453241133,-0.09717824371399583,-0.2644997205337182,0.4645090875707316
all-ORF,10,W,,2.0,649,BTG1,chr12:92145451:-:AAG:ENST00000256015.5,truncated,False,,0.6205827079769639,0.36916646091951383,0.5887336458212366,-0.6205827079769639,0.5935460943613707,-0.42352009794993795,-0.1577850221006725,0.5642828043555634,0.556409034159564,-0.07341345802546895,0.3128381407673501
all-ORF,10,W,,3.0,2882,LRRC58,chr3:120349006:-:TTG:ENST00000295628.4,truncated,False,,0.66944021314793,0.19716020554044067,-0.19158961491408477,-0.26281399655460447,-0.033215692932282805,-0.38330539236926126,0.14188642222522505,-0.2494758188490394,0.1466913216453488,-0.40893540744240775,-0.66944021314793
all-ORF,10,W,,4.0,5769,TPGS2,chr18:36818941:-:ATA:ENST00000334295.9,truncated,False,,0.6705352289514408,0.48651205649569845,-0.35701860185317014,-0.38506809504494116,0.5249859043067936,0.1463212035572033,-0.03751241892325759,0.6705352289514408,0.2309687682238873,-0.11476115989529768,0.33660419968570976
all-ORF,10,W,,5.0,5404,SUGT1,chr13:52658418:+:AAG:ENST00000310528.9,truncated,False,,0.680242195521072,-0.1785592159112444,0.30013705202764174,-0.6561991824863983,0.3423701049422225,-0.07632908867862083,-0.609880963591023,0.44370089508321375,0.680242195521072,-0.15227040035458994,0.1371498816997188
all-ORF,10,W,,6.0,4717,RTKN2,chr10:62262782:-:ATG:ENST00000373789.8,truncated,False,,0.6805802421930865,-0.2655629673963043,-0.6805802421930865,-0.41399386882452793,0.05448346980239804,-0.5626367705765107,-0.014415435623926519,0.17856944151341406,0.13924311811783624,-0.319356103431904,-0.38355433698340563
all-ORF,10,W,,7.0,5402,SUGT1,chr13:52652956:+:AGG:ENST00000310528.9,truncated,False,,0.6871250748458344,0.33934183204494334,-0.34047269441157335,0.341882301169028,0.5034518328342106,-0.681063465724269,-0.294771327572252,0.6871250748458344,0.09802902781329531,-0.09731567644589899,-0.35908045766083624
all-ORF,10,W,,8.0,1413,DLG3,chrX:70455208:+:CTG:ENST00000542398.1,extended,False,,0.6897445695225156,-0.3212617849815541,-0.6897445695225156,0.3070146237055492,-0.3572461179634656,-0.00031211830660786584,0.06128908793558212,-0.12763497364805126,0.37190614822170526,-0.6200878784998486,-0.34463257155487564
all-ORF,10,W,,9.0,3135,MKRN2,chr3:12570080:+:ACG:ENST00000170447.12,truncated,False,,0.6923736325824467,-0.6923736325824467,0.06135136255902955,-0.20322311614925648,0.3730738879674068,0.161614754874367,-0.37032752262168667,-0.22106690805302956,-0.49139623484389555,-0.15194421972315955,0.36027597524177774
all-ORF,10,W,,10.0,434,ATE1,chr10:121927871:-:AAG:ENST00000369043.8,truncated,False,,0.7124879153697352,0.08776737016637087,-0.7124879153697352,-0.5380213936512884,0.43267909553154443,0.04602291036497998,-0.37225778479256416,0.2849105534895142,0.20248938162188615,-0.21241101967720175,0.011014142476938498
paired-ORF,10,Y,1.0,,2589,LGALS1,chr22:37675690:+:CTG:ENST00000215909.10,extended,False,5.044898523159916,5.044898523159916,5.044898523159916,-0.4535989310180057,-1.2886947211933775,-0.946753647251546,-3.7461927225887766,-1.5855651039453749,1.4264908870077206,1.803629680415942,-1.0031283016100097,-1.5378823538865332
paired-ORF,10,Y,2.0,,1918,GNAI3,chr1:109592152:+:ACG:ENST00000369851.7,truncated,False,4.200493892193954,4.200493892193954,1.6451193964799975,4.200493892193954,0.27057954350878616,-0.3325966976800468,-2.2379148803126596,-0.38246948880092585,0.3606751284010609,-1.1070649826815466,-1.0988583283957378,-0.945059828233146
paired-ORF,10,Y,3.0,,2734,MANBA,chr4:102690598:-:AAG:ENST00000647097.2,truncated,False,3.9770361609258797,3.9770361609258797,-0.1005860669289455,0.4388291071395426,3.9770361609258797,-0.021516207615726868,-0.13822618187279226,-0.8669379125875522,1.074409654453419,0.04852380510358271,0.5674103440274575,0.02408934185170762
paired-ORF,10,Y,4.0,,3340,NSD3,chr8:38348138:-:ATG:ENST00000317025.13,truncated,False,3.3507924845805035,3.3507924845805035,-1.9071300916313287,-1.590266632397287,-0.40746139948604604,3.3507924845805035,-0.3141099403076025,-0.07498112417381843,0.7526236005990854,0.32909048041486366,-0.9614358202398449,-0.03263709311659557
paired-ORF,10,Y,5.0,,1361,DNAJC30,chr7:73683333:-:CTG:ENST00000395176.3,truncated,False,2.785081962963674,2.785081962963674,0.3035419994067872,-0.46805669723486487,-0.6749682292472526,-1.6047502781639482,2.785081962963674,0.5256228609729158,0.4110091251076163,-0.35256879955106607,1.023629441692734,0.6619051940040872
paired-ORF,10,Y,6.0,,3907,PRP4K,chr6:4052044:+:AGG:ENST00000337659.11,truncated,False,2.894171624871949,2.894171624871949,-0.6810067087043563,1.0226414409244649,0.17902919760600736,-0.09292870546350122,-1.6486758958083727,2.894171624871949,-0.48850503143744134,-0.9154112984803267,0.7725633059727238,-1.775921882197997
paired-ORF,10,Y,7.0,,2903,MKI67,chr10:128108635:-:AAG:ENST00000368654.8,truncated,False,2.78594614239269,4.0279948293336245,-4.0279948293336245,-1.3894690077366416,0.3087442027671699,-2.143390600582983,-0.48400144266006817,0.3701565609378259,2.78594614239269,0.6192022818652616,-0.4258744484136726,-0.1167777209683964
paired-ORF,10,Y,8.0,,3067,MTPN,chr7:135977304:-:GTG:ENST00000393085.4,extended,False,5.578111984372673,5.578111984372673,3.2647597085662663,0.08189188386759004,-0.9395337132294797,-2.4258707242126443,-4.23391391793251,1.0126525620546054,-2.1302432385516177,5.578111984372673,-0.5472462199728161,-0.8882629753255673
paired-ORF,10,Y,9.0,,4034,RAB12,chr18:8609940:+:AAG:ENST00000649141.2,truncated,False,2.843685221257267,2.843685221257267,0.5599518144607035,0.9024617467541274,0.29141028209132164,-1.2456983225115044,-0.5850358978761456,0.48540164587895196,-0.723007250576111,-0.8994315796797344,2.843685221257267,0.24115896995604158
paired-ORF,10,Y,10.0,,1903,GNA11,chr19:3094456:+:CTG:ENST00000078429.9,extended,False,2.7674534564922557,2.7674534564922557,0.39417305827738064,-1.5705106188781215,1.2931231497822222,-1.4678865141728163,0.22416345507223095,1.6509346250066759,-1.5905843189427376,-1.80599809352478,1.3436938030825827,2.7674534564922557
paired-ORF,10,Z,1.0,,2488,KMT2C,chr7:152187716:-:AGG:ENST00000262189.11,truncated,False,-5.473880941231501,5.473880941231501,-5.473880941231501,-1.4191727941339194,1.5396930052286502,-0.7893210782870986,-1.1762442277760703,0.31245593756983897,0.8602168565601079,-0.0732341877791204,0.25577069826343163,-0.9048639159157691
paired-ORF,10,Z,2.0,,5938,ZNF318,chr6:43369386:-:GTG:ENST00000361428.3,extended,False,-4.04775241878307,4.04775241878307,-2.4216108222244204,-4.04775241878307,-0.7803711289622877,0.10449135141401875,0.8807866635306372,0.14193582138650795,1.4416236268604306,-0.989710045988741,0.11492856430486825,-0.7252419386161544
paired-ORF,10,Z,3.0,,2149,HMGN4,chr6:26545179:+:AAG:ENST00000377575.3,extended,False,-4.85045075140602,4.85045075140602,0.8490440565741703,-0.4060019325289803,-4.85045075140602,-1.391770757595747,1.1991746486683055,0.3127462581037495,0.7471060236462495,0.1862678975266153,0.6894357752632705,0.13474158998226737
paired-ORF,10,Z,4.0,,2708,LY6K,chr8:142700353:+:ATG:ENST00000292430.10,extended,False,-4.23980544064405,4.23980544064405,1.2741787384669878,-0.5541652171050404,-0.5454507870444947,-4.23980544064405,0.6599020035248224,-0.8710916611650344,0.04026827719088954,-0.492043199874142,0.5656826652188365,0.640766163667459
paired-ORF,10,Z,5.0,,56,ACTB,chr7:5529606:-:AAG:ENST00000646664.1,truncated,False,-6.198759438069631,6.198759438069631,3.2198313136495336,0.1847513117164983,0.6708727414541876,0.7893627810031685,-6.198759438069631,-1.487111923258897,1.9845487144403033,1.8283397728536062,-0.013435523882839397,-1.193148390406021
paired-ORF,10,Z,6.0,,5197,THBS1,chr15:39581836:+:CTG:ENST00000260356.6,extended,False,-3.4310103128995366,3.4310103128995366,0.9989007011265157,-2.2454852283454083,0.88237062260652,0.3698877865773266,-3.0693651057678353,-3.4310103128995366,-0.04170637565172895,0.8677043518978163,-0.8276949472133004,-1.2644832024556119
paired-ORF,10,Z,7.0,,4890,SPPL3,chr12:120904335:-:GTG:ENST00000353487.7,extended,False,-3.1407627578474866,3.1407627578474866,0.8583016639093609,-0.5692588513260813,0.6538783994540046,-1.6195416862719505,0.5812612348198919,1.2898515198994682,-3.1407627578474866,-1.296232548679145,0.2088543602371366,2.1883400537976487
paired-ORF,10,Z,8.0,,5096,TAF10,chr11:6612066:-:AAG:ENST00000299424.9,truncated,False,-3.2515051799153367,3.2515051799153367,0.47258063988559185,-0.32515998321464185,-2.128318248945047,0.22875512398126377,-0.853339831588716,-0.02388725152019198,-0.00489832819079619,-3.2515051799153367,0.8025727163891784,-0.5016592309270396
paired-ORF,10,Z,9.0,,2851,MELK,chr9:36572914:+:ATT:ENST00000536987.5,extended,False,-2.7159826366817077,2.7159826366817077,-0.3279251760358641,-1.2038794376164865,0.13834824851350994,-1.0094761116768098,0.43457560927780897,0.5864721731944087,-0.8718236742128573,-1.4454219665034567,-2.7159826366817077,0.47080276350226524
paired-ORF,10,Z,10.0,,5191,TGS1,chr8:55773630:+:AAG:ENST00000523948.5,truncated,False,-3.384222933985768,3.384222933985768,0.9579268813977927,0.6842720633800103,-2.1836311431323536,0.15083361685041438,1.8581430534531949,-0.26543233743598704,-0.2680301692353884,0.03190787081147661,-1.088243036846763,-3.384222933985768
paired-ORF,10,W,,1.0,404,ATE1,chr10:121927871:-:AAG:ENST00000369043.8,truncated,False,,0.5625289352639784,0.2556053537636982,0.034937547662713855,0.5625289352639784,0.4635216527625562,0.14879682746193737,-0.1214314064551452,0.29964061488552046,0.060742944495646004,0.1473995333042214,0.5351877981490794
paired-ORF,10,W,,2.0,5366,TPGS2,chr18:36818941:-:ATA:ENST00000334295.9,truncated,False,,0.5742705062247618,0.5582055287777401,0.1793511667186176,-0.06119530483892678,0.4539633368337134,0.1369301167159349,-0.5742705062247618,0.09974259177939628,-0.004735076860966491,0.4484967795508532,0.27026510406790805
paired-ORF,10,W,,3.0,5472,TTC33,chr5:40746973:-:AAG:ENST00000337702.5,truncated,False,,0.6242982231048366,0.6017911848025866,0.5459253102514081,-0.6242982231048366,0.5967035859921923,-0.27268944145837265,-0.42992140164260134,0.38969520097689625,-0.37269784273169804,0.33862730081580605,0.32292051632743074
paired-ORF,10,W,,4.0,1726,FERRY3,chr12:4534288:-:CTG:ENST00000261250.8,truncated,False,,0.6389217175799423,-0.001734844498882547,0.36844684562866187,0.2251984056701182,0.6389217175799423,0.3722378871099952,0.5858055883001413,0.201879171711308,0.17350882929638742,0.12352004629817613,0.21325102188501574
paired-ORF,10,W,,5.0,2667,LRRC40,chr1:70189247:-:GTG:ENST00000370952.4,truncated,False,,0.6521870711902791,-0.2916391546633596,-0.0991308503114294,0.6521870711902791,0.262170977645066,0.08628627918794847,0.03389344300296038,0.48270649434298185,0.17848881778600534,0.08088013815377935,0.5193059403100678
paired-ORF,10,W,,6.0,3386,NUDCD3,chr7:44485188:-:AAG:ENST00000355451.8,truncated,False,,0.7027803845273727,-0.30525184464840743,0.7027803845273727,-0.6705899340487794,0.16393582260743886,-0.6146348865304347,-0.47856734096530096,0.17901140851798902,-0.3449081965436541,-0.11445615764137979,0.43525304646473056
paired-ORF,10,W,,7.0,2376,KBTBD4,chr11:47577999:-:ATG:ENST00000430070.7,truncated,False,,0.720156481547018,0.4068220670616904,-0.6098325781176416,0.6500804027327297,0.608924579954934,0.30859982663444735,-0.28839766913334053,-0.23925361067958037,-0.720156481547018,0.1438280318365597,0.3638263960882752
paired-ORF,10,W,,8.0,2262,IFT52,chr20:43596498:+:AGG:ENST00000373030.8,truncated,False,,0.7207321081958094,-0.038603149904216844,0.7142747476651807,0.48774891483149424,0.7207321081958094,0.6278373368631509,-0.39402973301914107,-0.3433469651073,0.14165983763431989,0.12034102431257954,0.3611478689062916
paired-ORF,10,W,,9.0,219,ANKEF1,chr20:10038397:+:AAG:ENST00000378380.4,truncated,False,,0.7409639748575335,-0.66399208378351,-0.6978560812932572,0.4569676066396809,0.7409639748575335,0.30308591350629094,-0.08400048532517324,0.3215230970787187,0.2006633262527049,-0.4008410183071396,-0.07722311017083723
paired-ORF,10,W,,10.0,5395,TRIM26,chr6:30199025:-:GTG:ENST00000453195.5,truncated,False,,0.7474778228320791,-0.20142584302281502,-0.3488211105848167,-0.15237438371722117,0.2849970672658949,0.7181715376707847,-0.05703120926901631,0.7474778228320791,0.28288450627118017,0.01902439094124385,0.26374957243080394
